21-10-2024,20:47:14,20.247625,85.826263
21-10-2024,20:47:15,20.247604,85.826263
21-10-2024,20:47:17,20.247554,85.826278
21-10-2024,20:47:18,20.247524,85.826286
21-10-2024,20:47:20,20.247465,85.826293
21-10-2024,20:47:21,20.247434,85.826301
21-10-2024,20:47:23,20.247365,85.826324
21-10-2024,20:47:25,20.247289,85.82637
21-10-2024,20:47:26,20.247249,85.826385
21-10-2024,20:47:28,20.247142,85.826423
21-10-2024,20:47:29,20.247077,85.826446
21-10-2024,20:47:31,20.246936,85.826477
21-10-2024,20:47:32,20.246868,85.826492
21-10-2024,20:47:34,20.246719,85.82653
21-10-2024,20:47:36,20.246559,85.826576
21-10-2024,20:47:37,20.246477,85.826599
21-10-2024,20:47:39,20.246318,85.826644
21-10-2024,20:47:40,20.246234,85.82666
21-10-2024,20:47:42,20.246057,85.826705
21-10-2024,20:47:43,20.245969,85.826728
21-10-2024,20:47:45,20.245813,85.826759
21-10-2024,20:47:47,20.245704,85.826789
21-10-2024,20:47:48,20.245664,85.826789
21-10-2024,20:47:50,20.245616,85.826751
21-10-2024,20:47:51,20.245605,85.826721
21-10-2024,20:47:53,20.245653,85.826652
21-10-2024,20:47:54,20.245698,85.826629
21-10-2024,20:47:56,20.245805,85.826591
21-10-2024,20:47:58,20.245904,85.826522
21-10-2024,20:47:59,20.245933,85.826484
21-10-2024,20:48:01,20.245969,85.8264
21-10-2024,20:48:02,20.245971,85.82637
21-10-2024,20:48:04,20.245954,85.826324
21-10-2024,20:48:05,20.245935,85.826286
21-10-2024,20:48:07,20.245819,85.826202
21-10-2024,20:48:09,20.245655,85.826087
21-10-2024,20:48:10,20.245559,85.826019
21-10-2024,20:48:12,20.245336,85.825874
21-10-2024,20:48:13,20.245218,85.82579
21-10-2024,20:48:15,20.244964,85.825607
21-10-2024,20:48:16,20.244832,85.825523
21-10-2024,20:48:18,20.244569,85.825355
21-10-2024,20:48:20,20.244335,85.825202
21-10-2024,20:48:21,20.244222,85.825126
21-10-2024,20:48:23,20.244029,85.824989
21-10-2024,20:48:24,20.243951,85.82492
21-10-2024,20:48:26,20.243804,85.824783
21-10-2024,20:48:27,20.243728,85.824722
21-10-2024,20:48:29,20.243568,85.824607
21-10-2024,20:48:31,20.243394,85.824508
21-10-2024,20:48:32,20.243303,85.82447
21-10-2024,20:48:34,20.243103,85.824409
21-10-2024,20:48:35,20.242994,85.824386
21-10-2024,20:48:37,20.242769,85.824348
21-10-2024,20:48:38,20.242654,85.824325
21-10-2024,20:48:40,20.242418,85.824295
21-10-2024,20:48:42,20.242185,85.824256
21-10-2024,20:48:43,20.242073,85.824234
21-10-2024,20:48:45,20.24187,85.824203
21-10-2024,20:48:46,20.241786,85.824188
21-10-2024,20:48:48,20.241636,85.824165
21-10-2024,20:48:49,20.241586,85.824157
21-10-2024,20:48:51,20.241529,85.82415
21-10-2024,20:48:53,20.241472,85.824142
21-10-2024,20:48:54,20.241436,85.824142
21-10-2024,20:48:56,20.241357,85.824104
21-10-2024,20:48:57,20.241315,85.824073
21-10-2024,20:48:59,20.241212,85.823997
21-10-2024,20:49:00,20.241151,85.823944
21-10-2024,20:49:02,20.241008,85.823822
21-10-2024,20:49:04,20.240844,85.823684
21-10-2024,20:49:05,20.240753,85.8236
21-10-2024,20:49:07,20.240556,85.82344
21-10-2024,20:49:08,20.240451,85.823356
21-10-2024,20:49:10,20.240236,85.823173
21-10-2024,20:49:11,20.240127,85.823081
21-10-2024,20:49:13,20.239912,85.822914
21-10-2024,20:49:15,20.239709,85.822738
21-10-2024,20:49:16,20.239624,85.822662
21-10-2024,20:49:18,20.239461,85.822509
21-10-2024,20:49:19,20.239381,85.822441
21-10-2024,20:49:21,20.239227,85.822296
21-10-2024,20:49:22,20.239149,85.822219
21-10-2024,20:49:24,20.239009,85.822082
21-10-2024,20:49:26,20.238882,85.821952
21-10-2024,20:49:27,20.238819,85.821876
21-10-2024,20:49:29,20.2387,85.821723
21-10-2024,20:49:30,20.238643,85.82164
21-10-2024,20:49:32,20.238542,85.821472
21-10-2024,20:49:33,20.238494,85.821403
21-10-2024,20:49:35,20.238399,85.821258
21-10-2024,20:49:37,20.238296,85.821105
21-10-2024,20:49:38,20.238243,85.821014
21-10-2024,20:49:40,20.238121,85.820816
21-10-2024,20:49:41,20.238056,85.820716
21-10-2024,20:49:43,20.237941,85.820549
21-10-2024,20:49:44,20.237894,85.820472
21-10-2024,20:49:46,20.237815,85.82035
21-10-2024,20:49:48,20.237754,85.820243
21-10-2024,20:49:49,20.237726,85.820198
21-10-2024,20:49:51,20.23767,85.820091
21-10-2024,20:49:52,20.237644,85.820022
21-10-2024,20:49:54,20.237581,85.819877
21-10-2024,20:49:55,20.23755,85.819801
21-10-2024,20:49:57,20.237493,85.819656
21-10-2024,20:49:58,20.23747,85.819587
21-10-2024,20:50:00,20.237432,85.819465
21-10-2024,20:50:02,20.237417,85.819358
21-10-2024,20:50:03,20.237422,85.819305
21-10-2024,20:50:05,20.237461,85.819198
21-10-2024,20:50:06,20.237497,85.819137
21-10-2024,20:50:08,20.237606,85.818977
21-10-2024,20:50:09,20.237663,85.818885
21-10-2024,20:50:11,20.237764,85.81871
21-10-2024,20:50:13,20.237855,85.818557
21-10-2024,20:50:14,20.237899,85.818481
21-10-2024,20:50:16,20.237991,85.818313
21-10-2024,20:50:17,20.238031,85.818229
21-10-2024,20:50:19,20.238105,85.818077
21-10-2024,20:50:20,20.238143,85.818008
21-10-2024,20:50:22,20.238222,85.817878
21-10-2024,20:50:24,20.238313,85.817733
21-10-2024,20:50:25,20.238363,85.817657
21-10-2024,20:50:27,20.238471,85.817504
21-10-2024,20:50:28,20.238523,85.817428
21-10-2024,20:50:30,20.23862,85.817283
21-10-2024,20:50:31,20.238668,85.817214
21-10-2024,20:50:33,20.238763,85.817077
21-10-2024,20:50:35,20.238862,85.816932
21-10-2024,20:50:36,20.23892,85.816856
21-10-2024,20:50:38,20.239057,85.816665
21-10-2024,20:50:39,20.239124,85.816566
21-10-2024,20:50:41,20.239223,85.81639
21-10-2024,20:50:42,20.23925,85.816307
21-10-2024,20:50:44,20.239257,85.816131
21-10-2024,20:50:46,20.239233,85.815963
21-10-2024,20:50:47,20.23921,85.815879
21-10-2024,20:50:49,20.239162,85.815719
21-10-2024,20:50:50,20.239147,85.815643
21-10-2024,20:50:52,20.239131,85.815498
21-10-2024,20:50:53,20.23913,85.815437
21-10-2024,20:50:55,20.239133,85.81533
21-10-2024,20:50:57,20.239151,85.815231
21-10-2024,20:50:58,20.239166,85.815177
21-10-2024,20:51:00,20.239206,85.81504
21-10-2024,20:51:01,20.239227,85.814956
21-10-2024,20:51:03,20.239265,85.814804
21-10-2024,20:51:04,20.239276,85.814727
21-10-2024,20:51:06,20.239282,85.814598
21-10-2024,20:51:08,20.239271,85.814468
21-10-2024,20:51:09,20.239257,85.814407
21-10-2024,20:51:11,20.239227,85.814277
21-10-2024,20:51:12,20.23921,85.814224
21-10-2024,20:51:14,20.239177,85.814132
21-10-2024,20:51:15,20.239154,85.814086
21-10-2024,20:51:17,20.239093,85.813995
21-10-2024,20:51:19,20.239025,85.813903
21-10-2024,20:51:20,20.238986,85.81385
21-10-2024,20:51:22,20.238916,85.813774
21-10-2024,20:51:23,20.238895,85.813743
21-10-2024,20:51:25,20.238862,85.81372
21-10-2024,20:51:26,20.238849,85.81372
21-10-2024,20:51:28,20.238817,85.813728
21-10-2024,20:51:30,20.238782,85.813758
21-10-2024,20:51:31,20.238754,85.813781
21-10-2024,20:51:33,20.238683,85.813835
21-10-2024,20:51:34,20.238651,85.813865
21-10-2024,20:51:36,20.238597,85.813903
21-10-2024,20:51:37,20.238576,85.813903
21-10-2024,20:51:39,20.238527,85.813873
21-10-2024,20:51:41,20.238494,85.813819
21-10-2024,20:51:42,20.238481,85.813789
21-10-2024,20:51:44,20.23846,85.813743
21-10-2024,20:51:45,20.238449,85.813728
21-10-2024,20:51:47,20.23842,85.81369
21-10-2024,20:51:48,20.238405,85.813682
21-10-2024,20:51:50,20.238376,85.813636
21-10-2024,20:51:52,20.238332,85.813613
21-10-2024,20:51:53,20.238313,85.813591
21-10-2024,20:51:55,20.238273,85.813537
21-10-2024,20:51:56,20.238252,85.813507
21-10-2024,20:51:58,20.238216,85.813453
21-10-2024,20:51:59,20.238201,85.81343
21-10-2024,20:52:01,20.238166,85.813407
21-10-2024,20:52:03,20.238132,85.8134
21-10-2024,20:52:04,20.238103,85.813415
21-10-2024,20:52:06,20.238033,85.813461
21-10-2024,20:52:07,20.237997,85.813491
21-10-2024,20:52:09,20.237924,85.813537
21-10-2024,20:52:10,20.237888,85.81356
21-10-2024,20:52:12,20.237833,85.813606
21-10-2024,20:52:14,20.237802,85.813644
21-10-2024,20:52:15,20.237794,85.813652
21-10-2024,20:52:17,20.237756,85.813674
21-10-2024,20:52:18,20.237733,85.81369
21-10-2024,20:52:20,20.237686,85.81372
21-10-2024,20:52:21,20.237661,85.813735
21-10-2024,20:52:23,20.237619,85.813758
21-10-2024,20:52:25,20.237602,85.813804
21-10-2024,20:52:26,20.237592,85.813812
21-10-2024,20:52:28,20.237575,85.813842
21-10-2024,20:52:29,20.237571,85.81385
21-10-2024,20:52:31,20.237569,85.81385
21-10-2024,20:52:32,20.237573,85.813858
21-10-2024,20:52:34,20.237569,85.813858
21-10-2024,20:52:36,20.237571,85.813858
21-10-2024,20:52:37,20.237571,85.813858
21-10-2024,20:52:39,20.237571,85.813858
21-10-2024,20:52:40,20.237565,85.81385
21-10-2024,20:52:42,20.237562,85.813827
21-10-2024,20:52:43,20.237562,85.813819
21-10-2024,20:52:45,20.237556,85.813812
21-10-2024,20:52:47,20.237556,85.813812
21-10-2024,20:52:48,20.237554,85.813804
21-10-2024,20:52:50,20.237558,85.813819
21-10-2024,20:52:51,20.237562,85.813827
21-10-2024,20:52:53,20.23756,85.813827
21-10-2024,20:52:54,20.237558,85.813827
21-10-2024,20:52:56,20.237562,85.813827
21-10-2024,20:52:58,20.237567,85.813835
21-10-2024,20:52:59,20.237564,85.813835
21-10-2024,20:53:01,20.237565,85.813835
21-10-2024,20:53:02,20.237569,85.813842
21-10-2024,20:53:04,20.237573,85.81385
21-10-2024,20:53:05,20.237573,85.813858
21-10-2024,20:53:07,20.237579,85.813865
21-10-2024,20:53:09,20.237579,85.813865
21-10-2024,20:53:10,20.237577,85.813865
21-10-2024,20:53:12,20.237573,85.81385
21-10-2024,20:53:13,20.237569,85.81385
21-10-2024,20:53:15,20.237569,85.813842
21-10-2024,20:53:16,20.237567,85.813842
21-10-2024,20:53:18,20.237567,85.813842
21-10-2024,20:53:20,20.23756,85.81385
21-10-2024,20:53:21,20.237562,85.81385
21-10-2024,20:53:23,20.237564,85.81385
21-10-2024,20:53:24,20.237562,85.813858
21-10-2024,20:53:26,20.237571,85.813858
21-10-2024,20:53:27,20.237571,85.813858
21-10-2024,20:53:29,20.237567,85.813858
21-10-2024,20:53:31,20.237567,85.813858
21-10-2024,20:53:32,20.237567,85.813858
21-10-2024,20:53:34,20.237564,85.813858
21-10-2024,20:53:35,20.237564,85.813858
21-10-2024,20:53:37,20.23756,85.813858
21-10-2024,20:53:38,20.23756,85.813858
21-10-2024,20:53:40,20.23756,85.813865
21-10-2024,20:53:42,20.237564,85.813858
21-10-2024,20:53:43,20.237565,85.81385
21-10-2024,20:53:45,20.237571,85.813842
21-10-2024,20:53:46,20.237573,85.813842
21-10-2024,20:53:48,20.237575,85.813835
21-10-2024,20:53:49,20.237577,85.813835
21-10-2024,20:53:51,20.237585,85.813827
21-10-2024,20:53:53,20.237586,85.813827
21-10-2024,20:53:54,20.237585,85.813819
21-10-2024,20:53:56,20.237594,85.813812
21-10-2024,20:53:57,20.237594,85.813804
21-10-2024,20:53:59,20.237596,85.813789
21-10-2024,20:54:00,20.2376,85.813789
21-10-2024,20:54:02,20.237596,85.813781
21-10-2024,20:54:04,20.237592,85.813781
21-10-2024,20:54:05,20.237592,85.813774
21-10-2024,20:54:07,20.237594,85.813774
21-10-2024,20:54:08,20.237598,85.813781
21-10-2024,20:54:10,20.237592,85.813781
21-10-2024,20:54:11,20.237588,85.813781
21-10-2024,20:54:13,20.237596,85.813774
21-10-2024,20:54:15,20.237592,85.813774
21-10-2024,20:54:16,20.237583,85.813781
21-10-2024,20:54:18,20.237569,85.813789
21-10-2024,20:54:19,20.237564,85.813796
21-10-2024,20:54:21,20.237497,85.813789
21-10-2024,20:54:22,20.23748,85.813796
21-10-2024,20:54:24,20.237415,85.813774
21-10-2024,20:54:26,20.237369,85.813774
21-10-2024,20:54:27,20.237344,85.813819
21-10-2024,20:54:29,20.237298,85.813827
21-10-2024,20:54:30,20.237291,85.813865
21-10-2024,20:54:32,20.237253,85.813888
21-10-2024,20:54:33,20.237279,85.813888
21-10-2024,20:54:35,20.237251,85.813911
21-10-2024,20:54:37,20.237291,85.813919
21-10-2024,20:54:38,20.237291,85.813919
21-10-2024,20:54:40,20.237291,85.813919
21-10-2024,20:54:41,20.237291,85.813919
21-10-2024,20:54:43,20.237291,85.813919
21-10-2024,20:54:45,20.237291,85.813919
21-10-2024,20:54:46,20.237291,85.813919
21-10-2024,20:54:48,20.237228,85.814277
21-10-2024,20:54:49,20.237228,85.814277
21-10-2024,20:54:51,20.237571,85.814208
21-10-2024,20:54:52,20.237895,85.813919
21-10-2024,20:54:54,20.238407,85.813476
21-10-2024,20:54:56,20.238616,85.813346
21-10-2024,20:54:57,20.238616,85.813346
21-10-2024,20:54:59,20.23887,85.813415
21-10-2024,20:55:00,20.238977,85.813499
21-10-2024,20:55:02,20.238979,85.813621
21-10-2024,20:55:03,20.238882,85.813644
21-10-2024,20:55:05,20.238759,85.813766
21-10-2024,20:55:07,20.239059,85.813735
21-10-2024,20:55:08,20.239295,85.813682
21-10-2024,20:55:10,20.239669,85.813629
21-10-2024,20:55:11,20.239858,85.813606
21-10-2024,20:55:13,20.240106,85.813644
21-10-2024,20:55:15,20.240106,85.813644
21-10-2024,20:55:16,20.240106,85.813644
21-10-2024,20:55:18,20.240106,85.813644
21-10-2024,20:55:19,20.240106,85.813644
21-10-2024,20:55:21,20.240106,85.813644
21-10-2024,20:55:23,20.240106,85.813644
21-10-2024,20:55:24,20.240106,85.813644
21-10-2024,20:55:26,20.240106,85.813644
21-10-2024,20:55:28,20.240106,85.813644
21-10-2024,20:55:29,20.240106,85.813644
21-10-2024,20:55:31,20.240106,85.813644
21-10-2024,20:55:33,20.240106,85.813644
21-10-2024,20:55:34,20.240106,85.813644
21-10-2024,20:55:36,20.240106,85.813644
21-10-2024,20:55:38,20.240106,85.813644
21-10-2024,20:55:39,20.240106,85.813644
